Popis,,"Stav zásoby","Cena bez DPH","Cena s DPH",,,Zkratka
"30-62-12 GP",,17,"49,9","60,38",,,Gufero
30-62-7,,0,"15,9","19,24",,,Gufero
"30-62-7  GP",,10,"29,7","35,94",,,Gufero
30-72-10,,15,"30,6","37,03",,,Gufero
"30-72-10 GP",,24,"23,9","28,92",,,Gufero
30-72-7,,1,"30,2","36,54",,,Gufero
"31,75-44,45-6,35   NBR",,6,"43,4","52,51",,,Gufero
32-39-8,,10,"17,8","21,54",,,Gufero
32-40-7,,21,18,"21,78",,,Gufero
"32-42-7   GP",,22,"20,2","24,44",,,Gufero
"32-43-4,5   G     515 .32",,0,"53,5","64,74",,,Gufero
32-45-10,,0,37,"44,77",,,Gufero
32-45-7,,0,"13,4","16,21",,,Gufero
"32-45-7 GP",,28,"28,2","34,12",,,Gufero
"32-46-8 GP                  TTO",,8,"59,7","72,24",,,Gufero
32-47-10,,8,"24,5","29,65",,,Gufero
"32-47-10 GP",,14,"28,7","34,73",,,Gufero
"32-47-10 MVQ GP",,23,"42,6","51,55",,,Gufero
32-47-7,,10,15,"18,15",,,Gufero
"32-47-7 GP",,23,"19,1","23,11",,,Gufero
"32-50-10  GP",,19,"31,4","37,99",,,Gufero
32-50-12,,6,"18,2","22,02",,,Gufero
"32-50-12  MVQ",,13,"32,1","38,84",,,Gufero
32-50-7,,13,"22,4","27,1",,,Gufero
"32-52-10 GP",,37,18,"21,78",,,Gufero
"32-52-10 GP      ERIKS",,0,18,"21,78",,,Gufero
32-52-12,,1,"15,3","18,51",,,Gufero
"32-52-12  GP",,17,"21,7","26,26",,,Gufero
"32-52-7  GP",,17,"21,7","26,26",,,Gufero
32-55-10,,0,"31,7","38,36",,,Gufero
32-55-12,,3,"37,3","45,13",,,Gufero
32-56-10,,23,"31,7","38,36",,,Gufero
"32-56-10 GP             NAK",,3,"66,6","80,59",,,Gufero
32-56-12,,12,"12,4",15,,,Gufero
32-62-12,,11,"24,9","30,13",,,Gufero
32-62-8,,18,"20,3","24,56",,,Gufero
"32-72-12  GP",,20,24,"29,04",,,Gufero
33-43-7,,11,"41,4","50,09",,,Gufero
"33-45-10 GP",,17,25,"30,25",,,Gufero
"33-45-7      ERIKS",,0,"75,9","91,84",,,Gufero
"34-45-7      ERIKS",,3,28,"33,88",,,Gufero
"34-47-7  GP",,16,"35,3","42,71",,,Gufero
"34-48-8  GP",,19,"35,3","42,71",,,Gufero
"34-50-7  GP",,16,"35,3","42,71",,,Gufero
"34-52-10   GP",,15,"23,2","28,07",,,Gufero
"34-52-8  G",,20,"26,1","31,58",,,Gufero
"35-42-4         INA",,0,"79,2","95,83",,,Gufero
35-45-7,,5,"18,8","22,75",,,Gufero
"35-45-7  GP",,20,"20,2","24,44",,,Gufero
"35-47-10   GP",,19,"23,4","28,31",,,Gufero
"35-47-7  HMSA 10RG  SKF",,0,"52,5","63,53",,,Gufero
"35-47-7 GP",,20,"20,2","24,44",,,Gufero
"35-47-7 MVQ GP",,18,"27,4","33,15",,,Gufero
35-47-8,,22,20,"24,2",,,Gufero
"35-48-10 GP",,27,25,"30,25",,,Gufero
"35-48-7   GP",,16,24,"29,04",,,Gufero
35-50-10,,31,"15,2","18,39",,,Gufero
35-50-7,,2,"12,9","15,61",,,Gufero
"35-50-7    MVQ  GPDLV",,18,21,"25,41",,,Gufero
"35-50-8  MVQ GP",,27,29,"35,09",,,Gufero
35-52-10,,2,"25,7","31,1",,,Gufero
"35-52-10 GP                    NAK",,20,"28,5","34,49",,,Gufero
35-52-12,,16,15,"18,15",,,Gufero
"35-52-12 GP",,18,15,"18,15",,,Gufero
35-52-7,,30,"19,1","23,11",,,Gufero
"35-52-7 GP",,23,26,"31,46",,,Gufero
"35-52-7 GP MVQ",,16,"40,6","49,13",,,Gufero
"35-52-8 G  MVQ",,19,"19,5","23,6",,,Gufero
"35-52-8 GP",,17,"21,5","26,02",,,Gufero
"35-54-8   GP",,8,"32,2","38,96",,,Gufero
35-55-10,,7,"16,3","19,72",,,Gufero
"35-55-10 GP",,7,"26,9","32,55",,,Gufero
"35-55-12 GP",,18,"31,7","38,36",,,Gufero
"35-55-8  GP",,10,"19,9","24,08",,,Gufero
35-56-12,,13,"17,1","20,69",,,Gufero
"35-56-12 GP",,12,25,"30,25",,,Gufero
"35-56-12 MVQ",,7,"35,3","42,71",,,Gufero
"35-58-10    GP",,12,"25,9","31,34",,,Gufero
35-58-12,,2,"20,7","25,05",,,Gufero
"35-60-7 GP",,18,"31,2","37,75",,,Gufero
35-62-10,,16,"31,2","37,75",,,Gufero
"35-62-10 GP",,3,"22,7","27,47",,,Gufero
"35-62-10 MVQ GP",,20,"22,7","27,47",,,Gufero
35-62-12,,15,"16,5","19,97",,,Gufero
"35-62-12  GP",,11,"24,6","29,77",,,Gufero
"35-62-12  GP MVQ",,24,"28,8","34,85",,,Gufero
"35-62-12 MVQ GPDLV",,15,"36,2","43,8",,,Gufero
"35-62-7  MVQ",,10,"24,8","30,01",,,Gufero
"35-62-7 GP",,29,22,"26,62",,,Gufero
"35-65-10 GP       YEI",,21,"26,7","32,31",,,Gufero
35-65-9,,20,"23,2","28,07",,,Gufero
"35-68-9/12,5",,0,"194,2","234,98",,,Gufero
35-72-10,,8,"18,2","22,02",,,Gufero
"35-72-10 GP",,10,"24,3","29,4",,,Gufero
35-72-7,,0,29,"35,09",,,Gufero
"35-72-7 GP",,15,"27,3","33,03",,,Gufero
"35-80-10 GP",,16,"37,2","45,01",,,Gufero
35-80-13,,4,"33,3","40,29",,,Gufero
"35-80-13   GP",,17,"33,3","40,29",,,Gufero
"36-47-6,5-10",,0,"30,4","36,78",,,Gufero
"36-50-7 GP",,26,"23,4","28,31",,,Gufero
"36-52-7  GP",,0,"22,8","27,59",,,Gufero
"36-52-8 GP",,20,"19,2","23,23",,,Gufero
"36-54-7  G",,6,"32,2","38,96",,,Gufero
36-55-8,,7,"22,2","26,86",,,Gufero
"36-56-10                          NAK",,15,"53,2","64,37",,,Gufero
"36-58-10                   NAK",,17,"40,9","49,49",,,Gufero
"36-58-12  GP",,16,"41,2","49,85",,,Gufero
"36-62-7 MVQ GP",,3,"73,9","89,42",,,Gufero
37-62-8,,19,"48,3","58,44",,,Gufero
38-50-7,,3,"12,1","14,64",,,Gufero
"38-50-7 GP",,26,24,"29,04",,,Gufero
"38-52-10 GP",,18,"16,6","20,09",,,Gufero
"38-52-7 GP",,16,"16,6","20,09",,,Gufero
"38-52-7 GP FPM VIAS",,0,"225,3","272,61",,,Gufero
38-52-8,,5,13,"15,73",,,Gufero
"38-52-8 MVQ",,0,"31,6","38,24",,,Gufero
"38-53-10  GP                    SOG",,4,"48,6","58,81",,,Gufero
"38-54-10                      SOG",,8,"20,7","25,05",,,Gufero
"38-55-10                    NAK",,1,"71,6","86,64",,,Gufero
38-55-7,,1,"27,1","32,79",,,Gufero
"38-55-7 GP",,13,"20,8","25,17",,,Gufero
38-56-12,,1,"13,6","16,46",,,Gufero
"38-56-12 GP",,11,"25,8","31,22",,,Gufero
38-56-7,,5,"19,4","23,47",,,Gufero
"38-58-10  GP",,17,"22,7","27,47",,,Gufero
38-58-12,,20,"22,7","27,47",,,Gufero
38-58-7,,9,"22,7","27,47",,,Gufero
38-60-12,,8,"19,7","23,84",,,Gufero
38-62-10,,1,"27,9","33,76",,,Gufero
"38-62-10  GP",,23,"27,9","33,76",,,Gufero
"38-62-12 GP",,21,"29,74","35,99",,,Gufero
38-62-7,,5,"20,3","24,56",,,Gufero
"38-62-7   GP",,15,"20,3","24,56",,,Gufero
38-70-12,,19,"31,9","38,6",,,Gufero
38-72-10,,7,"31,9","38,6",,,Gufero
38-72-12,,18,"27,3","33,03",,,Gufero
38-90-12,,2,34,"41,14",,,Gufero
"39-55,5-9",,6,"26,1","31,58",,,Gufero
"40-50-7 GP",,21,35,"42,35",,,Gufero
"40-52-10  GP",,16,47,"56,87",,,Gufero
"40-52-5  GP",,19,"26,1","31,58",,,Gufero
40-52-7,,0,"14,1","17,06",,,Gufero
"40-52-7  GP",,5,"27,1","32,79",,,Gufero
"40-52-7 CRW1 R       SKF",,0,"125,2","151,49",,,Gufero
"40-52-7 CRW1 R plech       SKF",,0,"125,2","151,49",,,Gufero
"40-52-7 GP MVQ",,19,"24,9","30,13",,,Gufero
"40-52-7 MVQ GPV",,24,"24,9","30,13",,,Gufero
"40-52/58-7,5 GP    osazený",,13,"33,6","40,66",,,Gufero
"40-54-7 GP",,12,"29,5","35,7",,,Gufero
40-55-10,,7,"29,7","35,94",,,Gufero
40-55-7,,0,"20,1","24,32",,,Gufero
"40-55-7  WB plech",,0,"80,3","97,16",,,Gufero
"40-55-7 GP",,17,"17,6","21,3",,,Gufero
"40-55-7 GP    MVQ",,24,"27,2","32,91",,,Gufero
"40-55-8   GP",,15,"23,3","28,19",,,Gufero
40-56-10,,20,"20,3","24,56",,,Gufero
"40-56-10  plech        ANDECO",,6,"20,3","24,56",,,Gufero
40-56-12,,1,"13,2","15,97",,,Gufero
"40-56-12 GP                  YEI (A13319)",,1,"54,8","66,31",,,Gufero
40-56-7,,20,"16,5","19,97",,,Gufero
40-56-8,,4,"24,6","29,77",,,Gufero
"40-56-8 GP",,19,"30,5","36,91",,,Gufero
"40-56-8 GP                   NAK",,0,"33,8","40,9",,,Gufero
"40-57,15-10",,0,"26,3","31,82",,,Gufero
40-58-10,,4,"16,9","20,45",,,Gufero
"40-58-10    GP",,15,"24,9","30,13",,,Gufero
"40-58-10 MVQ",,0,25,"30,25",,,Gufero
40-58-12,,11,"21,1","25,53",,,Gufero
40-58-8,,11,"18,2","22,02",,,Gufero
40-60-10,,0,"19,1","23,11",,,Gufero
"40-60-10 GP",,28,"34,9","42,23",,,Gufero
40-60-12,,9,"21,1","25,53",,,Gufero
"40-60-7  GP",,9,"31,9","38,6",,,Gufero
"40-62-10     G",,20,"24,2","29,28",,,Gufero
"40-62-10     GP",,13,"24,2","29,28",,,Gufero
40-62-12,,0,"18,6","22,51",,,Gufero
"40-62-12 GP",,10,"24,6","29,77",,,Gufero
"40-62-12 MVQ",,5,"39,5","47,8",,,Gufero
"40-62-7  GP",,14,"24,3","29,4",,,Gufero
40-62-8,,0,13,"15,73",,,Gufero
"40-62-8   GP",,27,"27,3","33,03",,,Gufero
"40-62-8  GP MVQ",,18,"29,7","35,94",,,Gufero
"40-65-10   GP",,28,"27,7","33,52",,,Gufero
40-65-12,,0,"18,4","22,26",,,Gufero
40-68-10,,13,"31,9","38,6",,,Gufero
40-68-7,,16,"31,9","38,6",,,Gufero
"40-70-10 GP                 TTO",,3,"65,8","79,62",,,Gufero
"40-72-10 GP",,11,"29,5","35,7",,,Gufero
40-72-12,,10,"22,3","26,98",,,Gufero
"40-72-12 GP",,16,"26,3","31,82",,,Gufero
40-72-7,,0,"23,1","27,95",,,Gufero
"40-72-7  GP",,12,27,"32,67",,,Gufero
"40-72-7 MVQ GP",,16,"32,6","39,45",,,Gufero
40-80-10,,3,"33,3","40,29",,,Gufero
"40-80-10  GP",,26,"42,1","50,94",,,Gufero
"40-80-13 GP",,29,"35,7","43,2",,,Gufero
40-80-7,,2,"33,3","40,29",,,Gufero
40-85-10,,20,"84,4","102,12",,,Gufero
"40-85-10                      SOG",,2,"84,4","102,12",,,Gufero
"40-90-10   GP",,14,"56,7","68,61",,,Gufero
"40-90-12  GP",,16,34,"41,14",,,Gufero
41-52-10,,2,"31,7","38,36",,,Gufero
42-55-7,,27,"41,6","50,34",,,Gufero
"42-55-7 GP         PN",,2,"21,9","26,5",,,Gufero
42-55-8,,1,"16,2","19,6",,,Gufero
"42-55-8 GP",,14,39,"47,19",,,Gufero
42-56-7,,0,"14,8","17,91",,,Gufero
"42-56-7   GP",,21,"18,8","22,75",,,Gufero
"42-56-7 GP MVQ",,2,"37,6","45,5",,,Gufero
"42-56-7 MVQ",,19,"34,6","41,87",,,Gufero
"42-56-7 MVQ GDPV",,18,"36,9","44,65",,,Gufero
42-58-10,,19,"18,5","22,39",,,Gufero
"42-58-8   GP",,10,"18,5","22,39",,,Gufero
"42-58-8 MVQ GPV      FPM",,18,"64,5","78,05",,,Gufero
42-60-12,,0,"18,9","22,87",,,Gufero
"42-60-7 GP",,29,"24,5","29,65",,,Gufero
42-62-10,,0,"36,3","43,92",,,Gufero
"42-62-10    GP",,8,"36,3","43,92",,,Gufero
"42-62-10 MVQ",,0,84,"101,64",,,Gufero
42-62-12,,11,"19,7","23,84",,,Gufero
42-62-7,,17,"23,2","28,07",,,Gufero
"42-62-7  GO MVQ",,20,"23,2","28,07",,,Gufero
"42-62-7  GP",,20,"23,2","28,07",,,Gufero
42-62-8,,13,16,"19,36",,,Gufero
"42-62-8   GP",,25,"19,2","23,23",,,Gufero
42-65-12,,9,"12,1","14,64",,,Gufero
"42-65-12 GP",,16,"20,9","25,29",,,Gufero
"42-65-12 MVQ GP",,2,"74,8","90,51",,,Gufero
"42-65-8                     NAK",,4,"65,8","79,62",,,Gufero
42-68-10,,0,"36,3","43,92",,,Gufero
42-68-8,,0,"36,3","43,92",,,Gufero
42-70-12,,1,"26,9","32,55",,,Gufero
"42-72-10 GP",,30,"27,6","33,4",,,Gufero
42-72-12,,8,"17,8","21,54",,,Gufero
42-72-8,,2,"24,3","29,4",,,Gufero
42-75-10,,16,"41,7","50,46",,,Gufero
42-80-10,,28,"53,2","64,37",,,Gufero
43-60-10,,17,"23,3","28,19",,,Gufero
43-65-12,,5,"14,4","17,42",,,Gufero
44-62-8,,8,"27,2","32,91",,,Gufero
"44-65-12    GP",,7,"27,2","32,91",,,Gufero
44-72-12,,11,"20,5","24,81",,,Gufero
45-100-10,,2,"214,5","259,55",,,Gufero
"45-55-10 GP",,25,22,"26,62",,,Gufero
"45-55-7  GP",,30,"43,1","52,15",,,Gufero
"45-58-7  GP",,4,"33,1","40,05",,,Gufero
45-59-10,,2,"36,3","43,92",,,Gufero
45-60-7,,1,"26,3","31,82",,,Gufero
"45-60-7 GP",,37,"29,5","35,7",,,Gufero
45-60-8,,7,"21,4","25,89",,,Gufero
"45-60-8 GP",,16,"22,6","27,35",,,Gufero
45-62-10,,0,"34,7","41,99",,,Gufero
"45-62-10 GP",,15,"34,7","41,99",,,Gufero
45-62-12,,4,"20,4","24,68",,,Gufero
"45-62-12  MVQ GP",,17,"28,2","34,12",,,Gufero
"45-62-12 GP",,11,"25,4","30,73",,,Gufero
45-62-7,,10,"21,4","25,89",,,Gufero
"45-62-7  GP",,27,"26,9","32,55",,,Gufero
"45-62-7 MVQ GP",,16,"30,5","36,91",,,Gufero
"45-62-8  GP",,5,"16,9","20,45",,,Gufero
"45-65-10 GP",,15,"24,3","29,4",,,Gufero
"45-65-10 MVQ GP",,0,"96,2","116,4",,,Gufero
45-65-12,,4,"19,3","23,35",,,Gufero
"45-65-12  GP",,11,"19,3","23,35",,,Gufero
"45-65-7 GP",,16,"21,5","26,02",,,Gufero
45-65-8,,0,"23,9","28,92",,,Gufero
"45-65-8 MVQ",,9,"40,1","48,52",,,Gufero
45-68-10,,0,"36,3","43,92",,,Gufero
45-68-12,,7,"17,5","21,18",,,Gufero
"45-68-12 GP",,9,"18,2","22,02",,,Gufero
"45-72-10  GP",,14,"54,1","65,46",,,Gufero
45-72-12,,5,"15,8","19,12",,,Gufero
"45-72-12  MVQ GP",,13,"35,5","42,96",,,Gufero
"45-72-12 GP",,19,"27,3","33,03",,,Gufero
45-72-8,,2,"24,8","30,01",,,Gufero
"45-72-8 GP",,31,"27,1","32,79",,,Gufero
"45-75-10                NAK",,0,"59,9","72,48",,,Gufero
"45-75-12  GP",,21,"38,8","46,95",,,Gufero
45-75-7,,0,"38,6","46,71",,,Gufero
45-80-10,,1,"41,9","50,7",,,Gufero
"45-80-10 GP",,14,"46,4","56,14",,,Gufero
"45-85-10 GP",,29,"38,4","46,46",,,Gufero
"45-90-10   SOG )100770)",,6,"100,4","121,48",,,Gufero
46-65-10,,0,"23,1","27,95",,,Gufero
"48-62-7   GP",,0,"48,9","59,17",,,Gufero
"48-62-8   GP",,27,"33,5","40,54",,,Gufero
"48-62-8 MVQ GP",,5,57,"68,97",,,Gufero
"48-65-10  GP",,23,"20,4","24,68",,,Gufero
48-65-12,,2,"19,9","24,08",,,Gufero
48-65-8,,18,45,"54,45",,,Gufero
48-68-10,,0,45,"54,45",,,Gufero
"48-68-10  GP",,27,45,"54,45",,,Gufero
"48-70-10     GP",,12,"26,9","32,55",,,Gufero
48-70-12,,0,"26,9","32,55",,,Gufero
48-72-10,,0,"20,7","25,05",,,Gufero
"48-72-10 GP",,23,"25,1","30,37",,,Gufero
48-72-12,,16,"23,3","28,19",,,Gufero
"48-72-12 GP",,18,"30,2","36,54",,,Gufero
48-72-8,,20,"23,2","28,07",,,Gufero
"48-72-8 GP",,0,"37,1","44,89",,,Gufero
"48-80-12 GP",,17,"30,7","37,15",,,Gufero
"48-90-13 GP SOG",,24,"73,2","88,57",,,Gufero
"50-60-8 GP",,5,"16,1","19,48",,,Gufero
"50-62-10                         NAK",,1,"83,9","101,52",,,Gufero
"50-62-7  GP",,10,"45,9","55,54",,,Gufero
"50-62-8 GP",,7,"30,5","36,91",,,Gufero
"50-65-10 GP",,33,"23,6","28,56",,,Gufero
50-65-8,,0,"15,5","18,76",,,Gufero
"50-65-8    G     MVQ",,18,"27,3","33,03",,,Gufero
"50-65-8  GP",,12,"22,7","27,47",,,Gufero
50-68-10,,2,"21,4","25,89",,,Gufero
"50-68-10 GP",,10,"25,6","30,98",,,Gufero
50-68-8,,0,"20,8","25,17",,,Gufero
"50-68-8 GP",,29,"25,8","31,22",,,Gufero
50-70-10,,3,"18,6","22,51",,,Gufero
"50-70-10  GP",,15,"21,9","26,5",,,Gufero
"50-70-10 MVQ",,0,"41,6","50,34",,,Gufero
50-70-12,,7,"19,4","23,47",,,Gufero
"50-70-12 GP",,11,"26,1","31,58",,,Gufero
"50-72-10 GP",,21,"26,6","32,19",,,Gufero
50-72-12,,0,"21,9","26,5",,,Gufero
"50-72-12 GP",,17,"28,8","34,85",,,Gufero
"50-72-12 GP MVQ",,28,"52,8","63,89",,,Gufero
"50-72-7  FPM BABSL",,0,"267,3","323,43",,,Gufero
"50-72-7  GP MVQ",,19,"52,8","63,89",,,Gufero
"50-72-8  GP",,21,"25,8","31,22",,,Gufero
"50-75-12 GP",,12,"28,6","34,61",,,Gufero
50-78-12,,10,"15,4","18,63",,,Gufero
"50-80-10 GP",,10,"20,9","25,29",,,Gufero
"50-80-12 GP",,28,"26,2","31,7",,,Gufero
"50-80-13 GP",,18,28,"33,88",,,Gufero
50-80-7,,0,"22,8","27,59",,,Gufero
50-80-8,,8,"22,8","27,59",,,Gufero
"50-80-8 GP",,0,"23,2","28,07",,,Gufero
"50-80-8 GP   MVQ",,14,58,"70,18",,,Gufero
"50-85-10 GP",,20,"30,8","37,27",,,Gufero
"50-90-10 GP",,13,"29,6","35,82",,,Gufero
"50-90-8 GP",,18,"79,1","95,71",,,Gufero
"52-65-8                     ERIKS",,0,"39,8","48,16",,,Gufero
"52-68-8   GP",,16,"23,4","28,31",,,Gufero
"52-70-10  G",,19,24,"29,04",,,Gufero
"52-72-10  GP",,14,"23,3","28,19",,,Gufero
52-72-12,,15,"17,1","20,69",,,Gufero
"52-72-12 GP",,19,25,"30,25",,,Gufero
"52-72-12 MVQ G",,18,"70,5","85,31",,,Gufero
"52-72-12 MVQ-GPDPV",,11,"70,5","85,31",,,Gufero
"52-72-8 GP",,16,"27,6","33,4",,,Gufero
52-78-12,,8,"16,2","19,6",,,Gufero
52-80-10,,0,"48,2","58,32",,,Gufero
52-80-13,,0,"15,4","18,63",,,Gufero
"52-80-13 GP",,15,"33,3","40,29",,,Gufero
"52-85-10 GP",,20,"33,3","40,29",,,Gufero
"53-68-13   GP",,16,"29,8","36,06",,,Gufero
"54-72-10  GP",,19,23,"27,83",,,Gufero
54-73-10,,10,23,"27,83",,,Gufero
"55-68-8 GP         NAK",,19,"31,7","38,36",,,Gufero
55-70-10,,0,"21,1","25,53",,,Gufero
"55-70-8  GP MVQ",,25,"30,7","37,15",,,Gufero
"55-70-8 GP",,15,"40,5","49,01",,,Gufero
"55-70-8 MVQ GP",,13,38,"45,98",,,Gufero
55-72-10,,2,38,"45,98",,,Gufero
"55-72-10   GP",,17,38,"45,98",,,Gufero
"55-72-10  VIA FPM",,0,"271,2","328,15",,,Gufero
"55-72-12  GP",,15,"21,1","25,53",,,Gufero
55-72-8,,11,"19,2","23,23",,,Gufero
"55-72-8  VIA",,0,"242,3","293,18",,,Gufero
"55-72-8 GP",,16,"25,6","30,98",,,Gufero
"55-75-10 GP",,10,"27,2","32,91",,,Gufero
55-78-10,,20,"15,4","18,63",,,Gufero
55-78-12,,5,"15,4","18,63",,,Gufero
"55-78-12    GP",,19,27,"32,67",,,Gufero
55-80-10,,8,"19,3","23,35",,,Gufero
"55-80-10  GP",,23,"25,8","31,22",,,Gufero
55-80-13,,8,"28,7","34,73",,,Gufero
"55-80-13 GP",,10,"21,8","26,38",,,Gufero
"55-80-13 MVQ",,10,57,"68,97",,,Gufero
55-80-8,,45,"31,3","37,87",,,Gufero
"55-80-8 GP",,9,55,"66,55",,,Gufero
"55-85-10   SKF",,3,"75,2","90,99",,,Gufero
"55-85-10 GP",,8,"32,9","39,81",,,Gufero
"55-85-8  GP",,17,"27,4","33,15",,,Gufero
"55-90-10 GP",,12,"31,1","37,63",,,Gufero
55-90-13,,0,"23,2","28,07",,,Gufero
"55-90-13 GP",,22,"34,8","42,11",,,Gufero
56-72-12,,3,"24,7","29,89",,,Gufero
58-80-13,,2,"21,2","25,65",,,Gufero
"58-80-13 GP",,10,28,"33,88",,,Gufero
"58-80-13 MVQ GP",,27,"33,9","41,02",,,Gufero
"58-80-8 GP",,10,"59,2","71,63",,,Gufero
"5-16-7 GP",,8,"8,7","10,53",,,Gufero
60-100-13,,11,"103,1","124,75",,,Gufero
"60-110-12 G pikron",,3,"103,1","124,75",,,Gufero
"60-70-7  GP",,19,"28,7","34,73",,,Gufero
"60-72-8  Guf.",,20,"28,7","34,73",,,Gufero
"60-75-10  BA               Simrit",,0,"511,5","618,92",,,Gufero
60-75-8,,0,"23,6","28,56",,,Gufero
"60-75-8  GP MVQ",,12,"37,8","45,74",,,Gufero
"60-75-8 GP",,25,"25,8","31,22",,,Gufero
"60-75-8 MVQ",,8,"40,2","48,64",,,Gufero
"60-75-8 VIAS FPM     SKF",,0,"155,1","187,67",,,Gufero
60-80-10,,1,21,"25,41",,,Gufero
"60-80-10   GP",,16,"26,4","31,94",,,Gufero
"60-80-10 VIAS FPM     SKF",,0,"233,3","282,29",,,Gufero
60-80-13,,0,"22,1","26,74",,,Gufero
"60-80-13 GP",,15,"25,7","31,1",,,Gufero
"60-80-13 GP MVQ",,23,"51,3","62,07",,,Gufero
60-80-8,,4,"21,2","25,65",,,Gufero
"60-80-8 GP",,23,"28,9","34,97",,,Gufero
60-85-10,,3,"39,6","47,92",,,Gufero
"60-85-10 GP",,13,28,"33,88",,,Gufero
60-85-12,,0,"48,4","58,56",,,Gufero
60-85-8,,5,"28,7","34,73",,,Gufero
"60-85-8 GP",,16,40,"48,4",,,Gufero
"60-90-10 GP",,8,33,"39,93",,,Gufero
60-90-13,,7,"18,6","22,51",,,Gufero
"60-90-13  GP",,20,"33,4","40,41",,,Gufero
60-90-8,,9,33,"39,93",,,Gufero
"60-95-10 GP",,13,"36,6","44,29",,,Gufero
"6215 SKF",,22,33,"39,93",,,
62-100-13,,1,"52,2","63,16",,,Gufero
"62-85-10  GP",,14,"33,9","41,02",,,Gufero
62-85-12,,2,"25,6","30,98",,,Gufero
"62-85-12   GP",,15,"31,9","38,6",,,Gufero
"62-90-10 BAUM  75  FPM",,0,"497,7","602,22",,,Gufero
62-90-13,,10,"21,6","26,14",,,Gufero
65-100-10,,18,"37,5","45,38",,,Gufero
"65-100-10  GP",,16,"37,5","45,38",,,Gufero
"65-100-13           SPECIAL",,1,198,"239,58",,,Gufero
"65-100-13    G",,10,"50,8","61,47",,,Gufero
"65-100-13 GP",,14,"52,7","63,77",,,Gufero
"65-110-10 GP",,12,"53,9","65,22",,,Gufero
"65-85-10 GP",,13,"28,8","34,85",,,Gufero
"65-85-10 GP MVQ",,1,"47,3","57,23",,,Gufero
"65-85-12 GP              SOG (101339)",,1,"68,2","82,52",,,Gufero
65-85-13,,0,"20,4","24,68",,,Gufero
"65-85-13  GP",,14,"33,3","40,29",,,Gufero
"65-90-10 G",,8,"36,1","43,68",,,Gufero
"65-90-10 GP",,14,"36,1","43,68",,,Gufero
"65-90-13 GP",,12,"36,1","43,68",,,Gufero
"65-95-10    GP",,15,"50,8","61,47",,,Gufero
68-100-13,,12,"50,8","61,47",,,Gufero
"68-100-13 GP",,9,36,"43,56",,,Gufero
68-85-13,,0,"44,9","54,33",,,Gufero
"68-90-10 GP CCI SKF",,0,"98,3","118,94",,,Gufero
"68-90-13 GP",,11,"34,3","41,5",,,Gufero
6-12-5,,19,"16,7","20,21",,,Gufero
6-16-7,,7,"11,8","14,28",,,Gufero
"6-22-7 GP",,21,"19,8","23,96",,,Gufero
70-100-10,,10,"60,9","73,69",,,Gufero
"70-100-10  GP",,-8,"60,9","73,69",,,Gufero
"70-100-13 GP",,12,"35,5","42,96",,,Gufero
"70-100-13 GP Si",,5,"51,2","61,95",,,Gufero
70-110-10,,0,"37,9","45,86",,,Gufero
"70-110-10    GP",,12,"48,7","58,93",,,Gufero
70-110-12,,43,45,"54,45",,,Gufero
"70-110-12 GP",,0,"68,3","82,64",,,Gufero
"70-110-13   NAK",,0,"89,4","108,17",,,Gufero
"70-110-13/9,5 GPV    SKF",,1,"122,6","148,35",,,Gufero
"70-110-8   SKF",,0,"89,4","108,17",,,Gufero
70-125-12,,18,"34,9","42,23",,,Gufero
"70-179-14  CORT  IVECO",,0,0,0,,,Gufero
"70-81,5-6,5                    SOG (101783¨)",,8,"117,9","142,66",,,Gufero
"70-85-8  GP",,8,"24,1","29,16",,,Gufero
"70-85-8  SKF Plech",,0,"109,2","132,13",,,Gufero
"70-85-8 GP Si",,3,"38,8","46,95",,,Gufero
"70-85-8 MVQ",,0,"42,8","51,79",,,Gufero
70-90-10,,1,"35,8","43,32",,,Gufero
"70-90-10 MVQ   FARTEC",,0,"102,3","123,78",,,Gufero
70-90-13,,6,27,"32,67",,,Gufero
"70-90-13 GP",,13,"29,6","35,82",,,Gufero
"70-90-13 MVQ",,4,"43,5","52,64",,,Gufero
"70-90-13 MVQ GP",,9,"49,9","60,38",,,Gufero
"70-95-13 GP",,14,"33,3","40,29",,,Gufero
72-100-13,,1,"48,4","58,56",,,Gufero
"72-100-13 GP",,7,"45,3","54,81",,,Gufero
"72-100-13 MVQ",,9,"55,7","67,4",,,Gufero
72-110-13,,5,28,"33,88",,,Gufero
"73,5-110-10   GP",,19,47,"56,87",,,Gufero
"73,5-110-13   GP",,9,51,"61,71",,,Gufero
75-100-10,,0,"37,9","45,86",,,Gufero
75-100-13,,2,"37,1","44,89",,,Gufero
"75-100-13 GP",,16,"37,5","45,38",,,Gufero
"75-100-13 MVQ GP",,24,99,"119,79",,,Gufero
75-110-10,,15,"44,7","54,09",,,Gufero
"75-110-12  GP",,19,52,"62,92",,,Gufero
"75-110-13 GP",,15,"42,2","51,06",,,Gufero
"75-110-13 Si",,0,"53,8","65,1",,,Gufero
75-115-13,,8,"46,6","56,39",,,Gufero
"75-120-12   VIA  CFW   SKF",,0,"565,3","684,01",,,Gufero
"75-120-12 GP NBR",,4,"59,3","71,75",,,Gufero
"75-130-13        SOG",,7,"183,6","222,16",,,Gufero
"75-90-10  GP",,20,"30,9","37,39",,,Gufero
